,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series
2006,,0.0365737946983375,0.3495058147859965,0.0459881085444604,,0.2352514506769825,0.0822217499484464,1.0236576795578,0.3414284108501742,0.212204267419069,0.0724525658005181,-0.02049589895959,0.015656896108227,-0.005159905012018,0.0960843363598162,0.0820271453607798,0.0848591256962237,0.0473,0.0349217499484464,0.0858595547019741,0.0846990019436019,0.0487843363598162,0.0586936159555621,0.0589050526361805,0.0,4743.4,1.1536728969972203,5472.332019616614,1654.1,925.1679803833858,
2007,,0.0423079663739648,0.3271994314902025,0.0360060347882947,,0.2170670621650739,0.0710242193356606,0.986203849315643,0.3317766724569734,0.215541825111632,0.0715117495108401,-0.0282687031497098,0.0157280422922496,-0.0129852722161458,-0.074286320232904,0.0813301344021705,0.0820271453607798,0.0441,0.0269242193356606,0.0876123938989899,0.0858595547019741,-0.118386320232904,0.0611672073307372,0.0586936159555621,0.0,4944.1,1.154711892675216,5709.011068575536,1551.4000000000003,786.4889314244647,
2008,,0.0364971819445161,0.3028818430301779,0.0158165913377506,,0.1847232377102059,0.0559493146881688,0.925367593765259,0.3273097578420397,0.219154687383788,0.0717314676575355,-0.0134636187103027,0.0167617689526606,0.0030724761762692,-0.1932362501238225,0.0846207918212773,0.0813301344021705,0.0148,0.0411493146881688,0.0927791112860661,0.0876123938989899,-0.2080362501238225,0.0681937696263835,0.0611672073307372,0.0,5025.9,1.183896913309017,5950.147496599788,1288.4999999999998,364.252503400212,
2009,,0.0136064287545109,0.2765697936954633,0.0206892046754825,,0.2094959263038046,0.0579402451178832,0.899437546730042,0.3074919372678504,0.22326742553365,0.0686529332061475,-0.0605476008562918,0.0187663709088719,-0.0429174886827314,0.1303451452797238,0.0921955152749603,0.0846207918212773,0.0016,0.0563402451178832,0.102281174675629,0.0927791112860661,0.1287451452797239,0.0798455736338712,0.0681937696263835,0.0,4709.6,1.19341163870065,5620.491453624582,1416.8,505.90854637541815,
2010,,0.0089603311310193,0.3020314993632902,0.0331382856776326,,0.241287905072514,0.0728765477472786,0.929295063018799,0.3250114106731032,0.227760063985492,0.074024619690921,0.0569753911628321,0.0201222298376209,0.0782440929165197,0.3415192800486044,0.101572494501866,0.0921955152749603,0.0014,0.0714765477472786,0.114075260767245,0.102281174675629,0.3401192800486043,0.0934329524483067,0.0798455736338712,0.0,4807.9,1.1971811191904973,5755.927102955991,1738.6,790.5728970440086,
2011,,0.0153763707063172,0.3081579823837629,0.03160452080758,,0.2445924116465072,0.0753731040793664,0.941526174545288,0.3272962459408932,0.232374952908252,0.0760554497375627,0.0070300155402485,0.0202620636910866,0.0274345218539608,0.0808058813126471,0.110650964087894,0.101572494501866,0.0006,0.0747731040793664,0.126111234513724,0.114075260767245,0.0802058813126471,0.106754783428457,0.0934329524483067,0.0,5057.8,1.213824467466561,6139.281391552373,1862.4,780.9186084476269,
2012,,,,,,,,,,,,,,,,,0.110650964087894,,,,0.126111234513724,,,0.106754783428457,0.0,,,,,,
2013,0.0916105965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004003972
2014,0.1007920567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072936354
2015,0.0991960573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00173641
2016,0.0930576989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025098695
2017,0.084010515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0037277135
2018,0.0797305781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006710241
2019,0.0761433631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65572e-05
2020,0.0911828804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0106961224
2021,0.1291420314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0231715809
2022,0.106422318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0057364494
2023,0.067313008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016369163
2024,0.0628790118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0012763968
